"Orden","OS Dominante","Producto","Doble Modem","OMS E.","E. Saydot","Cod. Tec","Fac. OK ","Estado","Sin Datos","Relacionadas","Datos B_O","Error Captura","Error Subida","Diagnostico"
"184101915","184101904","IPTV","SI","DE","XC : Pendiente de Cancelar","0601:CLIENTE NO CONTACTADO","OK","Completadas_y_en_Proceso","NO","184101915 - TPTL - IPTV : DE,184101910 - TPTL - ADSL : DE,184101905 - TPTL - PSTN : DO,184101904 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184101910"
"184094154","184094151","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184094154 - TPTL - IPTV : DE,184094150 - TPTL - PSTN : DO,184094151 - TPTL - PSTN : DO,184094153 - TPTL - ADSL : DE,","NO","","",""
"184101915","184101905","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184101915 - TPTL - IPTV : DE,184101910 - TPTL - ADSL : DE,184101905 - TPTL - PSTN : DO,184101904 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184101910"
"184096308","184096301","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184096307 - TPTL - ADSL : DE,184096300 - TPTL - PSTN : DO,184096301 - TPTL - PSTN : DO,184096308 - TPTL - IPTV : DE,","NO","","",""
"184096307","184096300","ADSL","SI","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","184096307 - TPTL - ADSL : DE,184096300 - TPTL - PSTN : DO,184096301 - TPTL - PSTN : DO,184096308 - TPTL - IPTV : DE,","NO","","",""
"184170413","184170400","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184170413 - TPTL - ADSL : DE,184170418 - TPTL - IPTV : DO,184170400 - TPTL - PSTN : DO,184170398 - TPTL - PSTN : DO,","NO","","",""
"184094154","184094150","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Completadas_y_en_Proceso","NO","184094154 - TPTL - IPTV : DE,184094150 - TPTL - PSTN : DO,184094151 - TPTL - PSTN : DO,184094153 - TPTL - ADSL : DE,","NO","","",""
"184090561","","ADSL","SI","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184090561 - TPTL - ADSL : DE,184090560 - TPTL - PSTN : DO,184090562 - TPTL - PSTN : DO,184090563 - TPTL - IPTV : DO,","NO","","",""
"184092180","184092169","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184092178 - TPTL - ADSL : DE,184092180 - TPTL - IPTV : DE,184092170 - TPTL - PSTN : DO,184092169 - TPTL - PSTN : DO,","NO","","",""
"184092178","184092170","ADSL","SI","DE","CL : CLIENTE CITADO","0216:HACER CITA A SOLICITUD DEL CLIENTE.","OK","Completadas_y_en_Proceso","NO","184092178 - TPTL - ADSL : DE,184092180 - TPTL - IPTV : DE,184092170 - TPTL - PSTN : DO,184092169 - TPTL - PSTN : DO,","NO","","",""
"184116278","184116275","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184116278","Completadas_y_en_Proceso","NO","184116274 - TPTL - PSTN : DO,184116278 - TPTL - IPTV : DE,184116277 - TPTL - ADSL : DE,184116275 - TPTL - PSTN : DO,","NO","","","Object reference not set to an instance of an object."
"184116278","184116274","IPTV","SI","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","Error de diseño o facilidades no enviadas: 184116278","Completadas_y_en_Proceso","NO","184116274 - TPTL - PSTN : DO,184116278 - TPTL - IPTV : DE,184116277 - TPTL - ADSL : DE,184116275 - TPTL - PSTN : DO,","NO","","","Object reference not set to an instance of an object."
"184092792","184092779","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184092779 - TPTL - PSTN : DO,184092790 - TPTL - ADSL : DE,184092792 - TPTL - IPTV : DE,184092780 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184092790"
"184097500","","ADSL","SI","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184097500 - TPTL - ADSL : DE,184097501 - TPTL - PSTN : DO,184097502 - TPTL - IPTV : DO,184097498 - TPTL - PSTN : DO,","NO","","",""
"184094719","","ADSL","SI","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184094720 - TPTL - PSTN : DO,184094719 - TPTL - ADSL : DE,184094721 - TPTL - IPTV : DO,184094716 - TPTL - PSTN : DO,","NO","","",""
"184092790","184092780","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184092779 - TPTL - PSTN : DO,184092790 - TPTL - ADSL : DE,184092792 - TPTL - IPTV : DE,184092780 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184092790"
"184091545","184091542","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184091541 - TPTL - PSTN : DO,184091544 - TPTL - ADSL : DE,184091542 - TPTL - PSTN : DO,184091545 - TPTL - IPTV : DE,","NO","","",""
"184091544","184091541","ADSL","SI","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","184091541 - TPTL - PSTN : DO,184091544 - TPTL - ADSL : DE,184091542 - TPTL - PSTN : DO,184091545 - TPTL - IPTV : DE,","NO","","",""
"184112478","184112475","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184112477 - TPTL - ADSL : DE,184112478 - TPTL - IPTV : DE,184112475 - TPTL - PSTN : DO,184112476 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184112477"
"184113529","184113521","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184113529 - TPTL - IPTV : DE,184113523 - TPTL - PSTN : DO,184113521 - TPTL - PSTN : DO,184113528 - TPTL - ADSL : DE,","NO","","",""
"184113529","184113523","ADSL","SI","DE","PC : Pendiente de Cierre en OMS",":","OK","Completadas_y_en_Proceso","NO","184113529 - TPTL - IPTV : DE,184113523 - TPTL - PSTN : DO,184113521 - TPTL - PSTN : DO,184113528 - TPTL - ADSL : DE,","NO","","",""
"184112477","184112476","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184112477 - TPTL - ADSL : DE,184112478 - TPTL - IPTV : DE,184112475 - TPTL - PSTN : DO,184112476 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184112477"
"184111394","184111390","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184111393 - TPTL - ADSL : DE,184111394 - TPTL - IPTV : DE,184111390 - TPTL - PSTN : DO,184111389 - TPTL - PSTN : DO,","NO","","",""
"184061330","","ADSL","","DE","NotFound","","NO","Completadas_y_en_Proceso","NO","184061331 - MDTV - IPTV : DO,184061330 - MDTV - ADSL : DE,184061332 - MDTV - VSIP : DO,","NO","","","Quitese no capturado"
"184096419","","ADSL","","DO","NotFound","","NO","Completadas_Total","NO","184096419 - RG - ADSL : DO,184096425 - RC01 - IPTV : DO,184096412 - RG - PSTN : DO,","NO","","",""
"184110946","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184110949 - RC01 - ADSL : DO,184110946 - RG - PSTN : DE,","NO","","",""
"184105895","184105890","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184105895","Completadas_y_en_Proceso","NO","184105895 - TPTL - IPTV : DE,184105892 - TPTL - ADSL : DE,184105890 - TPTL - PSTN : DO,184105889 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184105892"
"184105895","184105889","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184105895","Completadas_y_en_Proceso","NO","184105895 - TPTL - IPTV : DE,184105892 - TPTL - ADSL : DE,184105890 - TPTL - PSTN : DO,184105889 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184105892"
"184111393","184111389","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Completadas_y_en_Proceso","NO","184111393 - TPTL - ADSL : DE,184111394 - TPTL - IPTV : DE,184111390 - TPTL - PSTN : DO,184111389 - TPTL - PSTN : DO,","NO","","",""
"184102344","184102340","IPTV","SI","DE","PD : Pendiente de Despacho","0216:HACER CITA A SOLICITUD DEL CLIENTE.","OK","Completadas_y_en_Proceso","NO","184102344 - TPTL - IPTV : DE,184102343 - TPTL - ADSL : DE,184102340 - TPTL - PSTN : DO,184102339 - TPTL - PSTN : DO,","NO","","",""
"184102344","184102339","ADSL","SI","DE","PD : Pendiente de Despacho","0216:HACER CITA A SOLICITUD DEL CLIENTE.","OK","Completadas_y_en_Proceso","NO","184102344 - TPTL - IPTV : DE,184102343 - TPTL - ADSL : DE,184102340 - TPTL - PSTN : DO,184102339 - TPTL - PSTN : DO,","NO","","",""
"183886910","","PSTN","","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183886909 - MDTV - ADSL : DE,183886910 - MDTV - PSTN : DE,","NO","","",""
"184052818","184052808","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184052816 - TPTL - ADSL : DE,184052818 - TPTL - IPTV : DE,184052809 - TPTL - PSTN : DO,184052808 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184052816"
"183964575","183964130","IPTV","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","NO","Completadas_y_en_Proceso","NO","183964569 - TPTL - PSTN : DO,183964574 - TPTL - ADSL : DE,183964575 - TPTL - IPTV : DE,183964570 - TPTL - PSTN : DO,","NO","","","Orden 183964575 Delivery en OMS, Cancelada en M6"
"184052816","184052809","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184052816 - TPTL - ADSL : DE,184052818 - TPTL - IPTV : DE,184052809 - TPTL - PSTN : DO,184052808 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184052816"
"183964574","183964131","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","NO","Completadas_y_en_Proceso","NO","183964569 - TPTL - PSTN : DO,183964574 - TPTL - ADSL : DE,183964575 - TPTL - IPTV : DE,183964570 - TPTL - PSTN : DO,","NO","","","Orden 183964575 Delivery en OMS, Cancelada en M6"
"183926695","183926695","ADSL","NO","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","183926692 - RG - PSTN : DO,183926695 - RG - IPTV : DO,183926694 - RG - ADSL : DE,","NO","","",""
"184004249","184004244","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184004249 - TPTL - IPTV : DE,184004243 - TPTL - PSTN : DO,184004244 - TPTL - PSTN : DO,184004247 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184004247"
"183975524","183975519","ADSL","SI","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","183975520 - TPTL - PSTN : DO,183975519 - TPTL - PSTN : DO,183975524 - TPTL - IPTV : DO,183975523 - TPTL - ADSL : DE,","NO","","",""
"184004249","184004243","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184004249 - TPTL - IPTV : DE,184004243 - TPTL - PSTN : DO,184004244 - TPTL - PSTN : DO,184004247 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184004247"
"183929450","183929429","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 183929450","Completadas_y_en_Proceso","NO","183929428 - TPTL - PSTN : DO,183929450 - TPTL - IPTV : DE,183929429 - TPTL - PSTN : DO,183929447 - TPTL - ADSL : DO,","NO","Doble Modem mal relacionado: CANCELAR Y REDIGITAR","",""
"184015539","184015531","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184015532 - TPTL - PSTN : DO,184015531 - TPTL - PSTN : DO,184015537 - TPTL - ADSL : DE,184015539 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184015537"
"184015537","184015532","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184015532 - TPTL - PSTN : DO,184015531 - TPTL - PSTN : DO,184015537 - TPTL - ADSL : DE,184015539 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184015537"
"184010038","184010031","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184010038 - TPTL - IPTV : DE,184010031 - TPTL - PSTN : DO,184010032 - TPTL - PSTN : DO,184010036 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184010036"
"184010038","184010032","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184010038 - TPTL - IPTV : DE,184010031 - TPTL - PSTN : DO,184010032 - TPTL - PSTN : DO,184010036 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184010036"
"183873709","183873699","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183873709 - TPTL - IPTV : DE,183873700 - TPTL - PSTN : DO,183873707 - TPTL - ADSL : DE,183873699 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 183873707"
"183971099","183971091","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183971091 - TPTL - PSTN : DO,183971090 - TPTL - PSTN : DO,183971099 - TPTL - IPTV : DE,183971098 - TPTL - ADSL : DE,","NO","","",""
"183971099","183971090","ADSL","SI","DE","PC : Pendiente de Cierre en OMS",":","OK","Completadas_y_en_Proceso","NO","183971091 - TPTL - PSTN : DO,183971090 - TPTL - PSTN : DO,183971099 - TPTL - IPTV : DE,183971098 - TPTL - ADSL : DE,","NO","","",""
"183873709","183873700","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183873709 - TPTL - IPTV : DE,183873700 - TPTL - PSTN : DO,183873707 - TPTL - ADSL : DE,183873699 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 183873707"
"184009209","184009205","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184009209","Completadas_y_en_Proceso","NO","184009209 - TPTL - IPTV : DO,184009205 - TPTL - PSTN : DO,184009206 - TPTL - PSTN : DO,184009208 - TPTL - ADSL : DE,","NO","Doble Modem mal relacionado: CANCELAR Y REDIGITAR","",""
"184008397","184008388","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184008401","Completadas_y_en_Proceso","NO","184008397 - TPTL - ADSL : DE,184008401 - TPTL - IPTV : DE,184008388 - TPTL - PSTN : DO,184008389 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184008397"
"184008401","184008389","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184008401","Completadas_y_en_Proceso","NO","184008397 - TPTL - ADSL : DE,184008401 - TPTL - IPTV : DE,184008388 - TPTL - PSTN : DO,184008389 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184008397"
"183931161","183931143","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_Canceladas_y_en_proceso","NO","183931142 - TPTL - PSTN : DO,183931143 - TPTL - PSTN : DO,183931150 - TPTL - ADSL : CA,183931161 - TPTL - IPTV : DE,","NO","","",""
"184051040","184051032","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184051040","Completadas_y_en_Proceso","NO","184051031 - TPTL - PSTN : DO,184051032 - TPTL - PSTN : DO,184051040 - TPTL - IPTV : DE,184051038 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184051038"
"184051040","184051031","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184051040","Completadas_y_en_Proceso","NO","184051031 - TPTL - PSTN : DO,184051032 - TPTL - PSTN : DO,184051040 - TPTL - IPTV : DE,184051038 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184051038"
"184055621","184055608","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184055621 - TPTL - IPTV : DE,184055614 - TPTL - ADSL : DE,184055609 - TPTL - PSTN : DO,184055608 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184055614"
"184055621","184055609","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184055621 - TPTL - IPTV : DE,184055614 - TPTL - ADSL : DE,184055609 - TPTL - PSTN : DO,184055608 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184055614"
"183943809","","DTH","NO","DE","TD : PENDIENTE DISEÑO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183943809 - R112 - DTH : DE,","SI","","","Orden Hermana 183943809 Retenida en tarea manual ACT_STB en M6"
"183877282","183877276","IPTV","SI","DE","PC : Pendiente de Cierre en OMS",":","OK","Completadas_y_en_Proceso","NO","183877277 - TPTL - PSTN : DO,183877280 - TPTL - ADSL : DE,183877282 - TPTL - IPTV : DE,183877276 - TPTL - PSTN : DO,","NO","","",""
"184054121","184054119","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184054118 - TPTL - PSTN : DO,184054120 - TPTL - ADSL : DE,184054121 - TPTL - IPTV : DE,184054119 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184054120"
"183877280","183877277","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183877277 - TPTL - PSTN : DO,183877280 - TPTL - ADSL : DE,183877282 - TPTL - IPTV : DE,183877276 - TPTL - PSTN : DO,","NO","","",""
"184054120","184054118","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Completadas_y_en_Proceso","NO","184054118 - TPTL - PSTN : DO,184054120 - TPTL - ADSL : DE,184054121 - TPTL - IPTV : DE,184054119 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184054120"
"183875431","183875429","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183875428 - TPTL - PSTN : DO,183875429 - TPTL - PSTN : DO,183875430 - TPTL - ADSL : DE,183875431 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 183875430"
"184023029","184023027","ADSL","NO","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184023028","Completadas_y_en_Proceso","NO","184023029 - RC01 - IPTV : DO,184023028 - TPTL - ADSL : DE,184023027 - TPTL - PSTN : DO,","NO","","",""
"183886909","","ADSL","","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183886909 - MDTV - ADSL : DE,183886910 - MDTV - PSTN : DE,","NO","","","Quitese no capturado"
"184050853","","PSTN","","DO","NotFound","","NO","Completadas_Total","NO","184050853 - R019 - PSTN : DO,","SI","","",""
"183875430","183875428","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183875428 - TPTL - PSTN : DO,183875429 - TPTL - PSTN : DO,183875430 - TPTL - ADSL : DE,183875431 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 183875430"
"184002432","","ADSL","","DE","NotFound","","NO","Completadas_Canceladas_y_en_proceso","NO","184002430 - RG - PSTN : DO,184002436 - RG - IPTV : DE,184002441 - MDTV - PSTN : CA,184002432 - RG - ADSL : DE,","NO","","","Quitese no capturado"
"183966439","","ADSL","SI","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","183966443 - TPTL - IPTV : DO,183966437 - TPTL - PSTN : DO,183966442 - TPTL - PSTN : DO,183966439 - TPTL - ADSL : DE,","NO","","",""
"184002436","","IPTV","","DE","NotFound","","NO","Completadas_Canceladas_y_en_proceso","NO","184002430 - RG - PSTN : DO,184002436 - RG - IPTV : DE,184002441 - MDTV - PSTN : CA,184002432 - RG - ADSL : DE,","NO","","","Quitese no capturado"
"184028047","","DTH","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184028047 - R016 - DTH : DE,","SI","","","ERROR GRABANDO ORDEN DE SERVICIO"
"184024301","184024295","ADSL","SI","DE","XC : Pendiente de Cancelar","0601:CLIENTE NO CONTACTADO","NO","Completadas_y_en_Proceso","NO","184024296 - TPTL - PSTN : DO,184024295 - TPTL - PSTN : DO,184024301 - TPTL - ADSL : DE,184024305 - TPTL - IPTV : DE,","NO","","","Orden Hermana 184024305 Retenida en tarea manual CLIENTE en M6"
"184024305","184024296","IPTV","SI","DE","XC : Pendiente de Cancelar","0601:CLIENTE NO CONTACTADO","NO","Completadas_y_en_Proceso","NO","184024296 - TPTL - PSTN : DO,184024295 - TPTL - PSTN : DO,184024301 - TPTL - ADSL : DE,184024305 - TPTL - IPTV : DE,","NO","","","Orden Hermana 184024305 Retenida en tarea manual CLIENTE en M6"
"184006732","184006726","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184006726 - TPTL - PSTN : DO,184006732 - TPTL - ADSL : DE,184006725 - TPTL - PSTN : DO,184006743 - TPTL - IPTV : DO,","NO","","",""
"184002421","184002411","ADSL","SI","DE","PC : Pendiente de Cierre en OMS",":","NO","Completadas_y_en_Proceso","NO","184002412 - TPTL - PSTN : DO,184002421 - TPTL - ADSL : DE,184002411 - TPTL - PSTN : DO,184002423 - TPTL - IPTV : DE,","NO","","","Orden Hermana 184002423 Retenida en tarea manual CLIENTE en M6"
"184002423","184002412","IPTV","SI","DE","XC : Pendiente de Cancelar","0601:CLIENTE NO CONTACTADO","NO","Completadas_y_en_Proceso","NO","184002412 - TPTL - PSTN : DO,184002421 - TPTL - ADSL : DE,184002411 - TPTL - PSTN : DO,184002423 - TPTL - IPTV : DE,","NO","","","Orden Hermana 184002423 Retenida en tarea manual CLIENTE en M6"
"183976185","183976166","ADSL","SI","DE","PC : Pendiente de Cierre en OMS",":","OK","Completadas_y_en_Proceso","NO","183976185 - TPTL - ADSL : DE,183976166 - TPTL - PSTN : DO,183976197 - TPTL - IPTV : DE,183976167 - TPTL - PSTN : DO,","NO","","",""
"183976197","183976167","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183976185 - TPTL - ADSL : DE,183976166 - TPTL - PSTN : DO,183976197 - TPTL - IPTV : DE,183976167 - TPTL - PSTN : DO,","NO","","",""
"183958187","183958184","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183958187 - TPTL - ADSL : DE,183958185 - TPTL - PSTN : DO,183958188 - TPTL - IPTV : DE,183958184 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 183958187"
"183958188","183958185","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183958187 - TPTL - ADSL : DE,183958185 - TPTL - PSTN : DO,183958188 - TPTL - IPTV : DE,183958184 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 183958187"
"183841086","183841080","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Completadas_y_en_Proceso","NO","183841081 - TPTL - PSTN : DO,183841086 - TPTL - IPTV : DE,183841080 - TPTL - PSTN : DO,183841085 - TPTL - ADSL : DE,","NO","","",""
"183844107","183844102","ADSL","SI","DE","PC : Pendiente de Cierre en OMS","0106:INSTALADA OK, CLIENTE CON KIT","OK","Completadas_y_en_Proceso","NO","183844107 - TPTL - IPTV : DO,183844102 - TPTL - PSTN : DO,183844104 - TPTL - ADSL : DE,183844100 - TPTL - PSTN : DO,","NO","","",""
"183841086","183841081","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183841081 - TPTL - PSTN : DO,183841086 - TPTL - IPTV : DE,183841080 - TPTL - PSTN : DO,183841085 - TPTL - ADSL : DE,","NO","","",""
"183598380","","DTH","NO","DE","TD : PENDIENTE DISEÑO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183598380 - RG - DTH : DE,","SI","","",""
"183485752","","DTH","NO","DE","TD : PENDIENTE DISEÑO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183485752 - RG - DTH : DE,","SI","","",""
"183304482","","ADSL","NO","DE","PC: Completada","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","183304483 - RC01 - IPTV : DO,183304479 - RG - VSIP : DE,183304482 - RG - ADSL : DE,","NO","","",""
"183660096","","PSTN","NO","DE","TD : PENDIENTE DISEÑO TBS","0310:NO PUERTO","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183660096 - R016 - PSTN : DE,","SI","","NA",""
"183339754","","DTH","NO","DE","TD : PENDIENTE DISEÑO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183339754 - R016 - DTH : DE,","SI","","","Orden Hermana 183339754 Retenida en tarea manual ACT_STB en M6"
"183509543","","PSTN","NO","DE","PC: Completada",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183509543 - R017 - PSTN : DE,","SI","","NA",""
"183840711","183840706","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","183840709 - TPTL - ADSL : DE,183840711 - TPTL - IPTV : DE,183840706 - TPTL - PSTN : DO,183840705 - TPTL - PSTN : DO,","NO","","",""
"183840709","183840705","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Completadas_y_en_Proceso","NO","183840709 - TPTL - ADSL : DE,183840711 - TPTL - IPTV : DE,183840706 - TPTL - PSTN : DO,183840705 - TPTL - PSTN : DO,","NO","","",""
"183304479","","VSIP","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","183304483 - RC01 - IPTV : DO,183304479 - RG - VSIP : DE,183304482 - RG - ADSL : DE,","NO","","",""
"183712140","183712111","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","183712110 - TPTL - PSTN : DO,183712140 - TPTL - ADSL : DE,183712111 - TPTL - PSTN : DO,183712152 - TPTL - IPTV : DO,","NO","","",""
"183138008","","DTH","NO","DE","NT : NO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183138008 - R016 - DTH : DE,","SI","","","Orden Hermana 183138008 Retenida en tarea manual ACT_STB en M6"
"183190215","","DTH","NO","DE","TD : PENDIENTE DISEÑO TBS",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183190215 - RG - DTH : DE,","SI","","",""
"179187354","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 179187357","Completadas_y_en_Proceso","NO","179187354 - RG - PSTN : DE,179187359 - R001 - DTH : DO,179187357 - RG - ADSL : DO,","NO","","",""
"183072094","","VSIP","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 183072103","Ninguna_orden_se_ha_completado_ni_cancelado","NO","183072103 - RG - IPTV : DE,183072094 - RG - VSIP : DE,183072102 - RG - ADSL : DE,","NO","","",""
"182417942","182417859","ADSL","NO","DE","CC : Espera de Cierre",":","OK","Ninguna_orden_se_ha_completado_ni_cancelado","NO","182417942 - R016 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 182417942"
